x,g,h
0.0,1.0,0.0
0.01001001001001001,0.9967502628352353,0.01991873941530489
0.02002002002002002,0.991018171592223,0.03963064685221788
0.03003003003003003,0.9828279959054699,0.05912943020242792
0.04004004004004004,0.9722100621826343,0.07840895033072631
0.050050050050050046,0.9592006534802457,0.09746322215260786
0.06006006006006006,0.9438418948671942,0.11628641563586571
0.07007007007007007,0.9261816246209723,0.13487285672651317
0.08008008008008008,0.9062732516357381,0.1532170281993927
0.09009009009009009,0.8841755994542715,0.17131357043386347
0.10010010010010009,0.8599527373677376,0.18915728211498323
0.11011011011011011,0.8336737990577725,0.20674312086063085
0.12012012012012012,0.805412789284696,0.22406620377504075
0.13013013013013014,0.7752483791535718,0.2411218079292478
0.14014014014014015,0.7432636905163029,0.2579053707689673
0.15015015015015015,0.7095460700929203,0.27441249045045946
0.16016016016016016,0.6741868539186275,0.290638926104954
0.17017017017017017,0.6372811227449614,0.30658059803223375
0.18018018018018017,0.5989274490435642,0.3222335878240013
0.19019019019019018,0.5592276362794891,0.3375941384176755
0.20020020020020018,0.5182864511376599,0.35265865408128805
0.21021021021021022,0.47621134940100107,0.36742370033017285
0.22022022022022023,0.4331121961918694,0.3818860037761628
0.23023023023023023,0.38910098129967635,0.3960424519100297
0.24024024024024024,0.34429153032700943,0.4098900928179255
0.2502502502502503,0.29879921239409934,0.4234261348326007
0.2602602602602603,0.25274064514714123,0.4366479461201989
0.2702702702702703,0.2062333978197474,0.44955305420344366
0.2802802802802803,0.1593956930986904,0.46213914542205237
0.2902902902902903,0.11234610854508606,0.4744040643312328
0.3003003003003003,0.06520327832027802,0.4863458130391323
0.3103103103103103,0.018085595961927502,0.497962550484129
0.3203203203203203,-0.02888908104979461,0.5092525916528704
0.3303303303303303,-0.075603724203456,0.5202144067399812
0.34034034034034033,-0.12194242362183498,0.5308466202503767
0.35035035035035034,-0.1677906737694162,0.5411480100451338
0.36036036036036034,-0.21303565450246442,0.5511175063318874
0.37037037037037035,-0.25756650677668513,0.5607541906007305
0.38038038038038036,-0.3012746023435929,0.5700572945066127
0.39039039039039036,-0.34405380678443076,0.5790261986992441
0.40040040040040037,-0.38580073524976416,0.5876604316015218
0.41041041041041043,-0.4264150002936599,0.5959596681375111
0.42042042042042044,-0.4657994512135926,0.6039237284110205
0.43043043043043044,-0.5038604043308431,0.6115525763358247
0.44044044044044045,-0.5405078636710845,0.618846318218597
0.45045045045045046,-0.5756557315310518,0.6258052012956211
0.46046046046046046,-0.6092220084445605,0.6324296122243644
0.47047047047047047,-0.6411289820896252,0.6387200755310017
0.4804804804804805,-0.6713034047079428,0.644677252014983
0.4904904904904905,-0.6996766586384829,0.6503019371117542
0.5005005005005005,-0.7261849095982694,0.6555950592147355
0.5105105105105106,-0.7507692473755816,0.6605576779576788
0.5205205205205206,-0.7733758136336537,0.6651909824585248
0.5305305305305306,-0.7939559165564244,0.6694962895258865
0.5405405405405406,-0.8124661321019035,0.6734750418292934
0.5505505505505506,-0.8288683916631859,0.6771288060343302
0.5605605605605606,-0.8431300559719708,0.6804592709038124
0.5705705705705706,-0.8552239751145458,0.6834682453661387
0.5805805805805806,-0.8651285345654823,0.6861576565519686
0.5905905905905906,-0.8728276871796677,0.6885295478003702
0.6006006006006006,-0.8783109711187006,0.690586076635589
0.6106106106106106,-0.8815735137229682,0.6923295127155851
0.6206206206206206,-0.8826160213758822,0.6937622357534922
0.6306306306306306,-0.8814447554416147,0.6948867334131466
0.6406406406406406,-0.8780714943922312,0.6957055991798371
0.6506506506506506,-0.8725134822742157,0.6962215302074245
0.6606606606606606,-0.8647933636979923,0.6964373251429784
0.6706706706706707,-0.8549391055670478,0.6963558819300767
0.6806806806806807,-0.8429839057955933,0.6959801955919117
0.6906906906906907,-0.8289660892952825,0.6953133559953424
0.7007007007007007,-0.8129289915422527,0.6943585455970309
0.7107107107107107,-0.7949208300656063,0.6931190371727963
0.7207207207207207,-0.7749945642273233,0.6915981915313137
0.7307307307307307,-0.753207743691429,0.6897994552132869
0.7407407407407407,-0.7296223460069705,0.6877263581772091
0.7507507507507507,-0.704304603754908,0.6853825114728306
0.7607607607607607,-0.6773248217333595,0.6827716049034382
0.7707707707707707,-0.6487571846786739,0.6798974046780504
0.7807807807807807,-0.6186795560415227,0.6767637510546227
0.7907907907907907,-0.5871732683575075,0.6733745559753517
0.8008008008008007,-0.5543229057706784,0.6697338006951571
0.8108108108108109,-0.5202160792857652,0.6658455334044172
0.8208208208208209,-0.48494319534082864,0.6617138668470198
0.8308308308308309,-0.44859721830639343,0.6573429759347849
0.8408408408408409,-0.411273427529916,0.6527370953593085
0.8508508508508509,-0.37306916955561203,0.6479005172022609
0.8608608608608609,-0.3340836061592365,0.6428375885451718
0.8708708708708709,-0.2944174588453292,0.6375527090797166
0.8808808808808809,-0.25417275046070487,0.632050328719513
0.8908908908908909,-0.21345254458257779,0.6263349452144265
0.9009009009009009,-0.17236068334264676,0.6204111017683656
0.9109109109109109,-0.13100152434974366,0.6142833846615473
0.9209209209209209,-0.08947967737325326,0.6079564208781921
0.9309309309309309,-0.04789974144746861,0.6014348757406001
0.9409409409409409,-0.006366043053351807,0.594723450550548
0.950950950950951,0.03501762397114922,0.5878268802389333
0.960960960960961,0.07614825614800702,0.580749931024579
0.970970970970971,0.11692389506753773,0.5734973980830989
0.980980980980981,0.15724387846270646,0.5660741032267134
0.990990990990991,0.1970090870352786,0.5584848925958873
1.001001001001001,0.23612218643286934,0.5507346343636502
1.011011011011011,0.27448786379048457,0.5428282164534485
1.021021021021021,0.3120130582660975,0.5347705442713573
1.031031031031031,0.34860718501712146,0.5265665384534735
1.0410410410410411,0.3841823520832675,0.5182211326292909
1.0510510510510511,0.4186535696611745,0.5097392712018478
1.0610610610610611,0.4519389512772973,0.5011259071454182
1.0710710710710711,0.48395990638779907,0.49238599982150794
1.0810810810810811,0.5146413239575341,0.48352451281389663
1.0910910910910911,0.5439117465945841,0.47454641178345325
1.1011011011011012,0.5717035348421459,0.46545666234343885
1.1111111111111112,0.5979530212558025,0.45626022795599075
1.1211211211211212,0.6226006539212635,0.4469620678504701
1.1311311311311312,0.6455911290954809,0.4375671349643353
1.1411411411411412,0.6668735126825367,0.4280803739071915
1.1511511511511512,0.6864013502848085,0.41850671894864677
1.1611611611611612,0.7041327655995551,0.4088510920305895
1.1711711711711712,0.7200305469611593,0.39911840080448846
1.1811811811811812,0.7340622218597448,0.3893135366942958
1.1911911911911912,0.746200119297653,0.37944137298551955
1.2012012012012012,0.7564214198762761,0.36950676294101453
1.2112112112112112,0.7647081935368835,0.35951453794402416
1.2212212212212212,0.7710474249102905,0.34946950566898843
1.2312312312312312,0.7754310262614269,0.33937644828061597
1.2412412412412412,0.7778558380459643,0.3292401206617027
1.2512512512512513,0.7783236171271151,0.31906524867016145
1.2612612612612613,0.7768410127314108,0.3088565274257093
1.2712712712712713,0.7734195302526474,0.29861861962664393
1.2812812812812813,0.7680754830431741,0.2883561538971226
1.2912912912912913,0.7608299323612168,0.27807372316534007
1.3013013013013013,0.7517086156719057,0.2677758830729843
1.3113113113113113,0.7407418635280401,0.25746715041633306
1.3213213213213213,0.7279645052843167,0.24715200161933693
1.3313313313313313,0.7134157639256804,0.23683487123901628
1.3413413413413413,0.6971391403165963,0.22652015050348426
1.3513513513513513,0.6791822872032928,0.21621218588289046
1.3613613613613613,0.6595968733253573,0.20591527769356208
1.3713713713713713,0.6384384380164007,0.19563367873560425
1.3813813813813813,0.6157662366957977,0.18537159296420314
1.3913913913913913,0.5916430776747142,0.17513317419485885
1.4014014014014013,0.5661351507196771,0.16492252484275938
1.4114114114114114,0.5393118478358138,0.15474369469648938
1.4214214214214214,0.5112455767495151,0.14460067972625126
1.4314314314314314,0.48201156758663727,0.13449742092676029
1.4414414414414414,0.4516876732574065,0.12443780319495783
1.4514514514514514,0.4203541640729121,0.11442565424267238
1.4614614614614614,0.3880935171304044,0.10446474354434053
1.4714714714714714,0.3549902010155753,0.09455878131988434
1.4814814814814814,0.3211304563795241,0.08471141755282639
1.4914914914914914,0.2866020729562161,0.07492624104370738
1.5015015015015014,0.25149416359288657,0.06520677849885557
1.5115115115115114,0.2158969358710382,0.05555649365454234
1.5215215215215214,0.17990146189939937,0.04597878643654231
1.5315315315315314,0.14359944686246692,0.03647699215510165
1.5415415415415414,0.10708299690903883,0.027054380735302853
1.5515515515515514,0.07044438696445958,0.017714155982799705
1.5615615615615615,0.03377582904815954,0.00845945488488109
1.5715715715715715,-0.002830758325519407,-0.0007066530531919417
1.5815815815815815,-0.039283979090241436,-0.009781166436646073
1.5915915915915915,-0.07549318634780287,-0.018761152574536852
1.6016016016016015,-0.11136870630676081,-0.027643748038069477
1.6116116116116117,-0.1468220588900553,-0.036426159184011674
